seq,room,deposit,rent,new_deposit,deposit_refund,plate,parking_fee,commission,period_start,period_end,remark,sheet,property,building
,305,1650,1650.0,,,,,,2025-01-22,2026-02-22,26年4月21日（1年）,1月租金1,明远公寓,
,307,2000,2000.0,,,,,,2025-01-01,2025-02-01,续26年8月31日到期（1年）减1000,1月租金1,明远公寓,
,308,2000,2000.0,,,,,,2025-01-24,2026-02-24,26年9月23日（1年）,1月租金1,明远公寓,
,309,1900,,,,,,,2025-03-01,2026-03-01,续26年2月28日到期（1年）（减免1200）,1月租金1,明远公寓,
,310,1800,1800.0,,,,,,2025-01-12,2026-02-12,25年4月11日（6个月）,1月租金1,明远公寓,
,311,1800,1800.0,,,,,,2025-01-26,2026-02-26,续26年6月25日（1年减100）,1月租金1,明远公寓,
,312,2000,2000.0,2000.0,,,,2000.0,2026-01-26,2026-02-26,27年1月25日（1年）,1月租金1,明远公寓,
,313,1900,1900.0,,,,,,2025-01-22,2026-02-22,续2026年7月21日（1年)减800,1月租金1,明远公寓,
,314,1900,1900.0,,,,,,2025-01-23,2026-02-23,续2026年7月22日（1年)减800,1月租金1,明远公寓,
,315,1900,1900.0,,,,,,2025-01-24,2026-02-24,26年11月23日（1年）,1月租金1,明远公寓,
,316,2000,2000.0,,,,,,2025-01-24,2026-02-24,26年8月23日（1年）,1月租金1,明远公寓,
,317,2000,2000.0,,,,,,2025-01-10,2026-02-10,26年11月9日（1年）,1月租金1,明远公寓,
,318,1800,1800.0,,,,,,2025-01-03,2026-02-03,续26年6月3日（6个月）,1月租金1,明远公寓,
,319,1200,1200.0,,,,,,2025-01-15,2026-02-15,26年4月14日（1年）,1月租金1,明远公寓,
,320,2080,2080.0,,,,,,2025-01-26,2026-02-26,26年4月25日（1年）,1月租金1,明远公寓,
,321,2000,2000.0,,,,,,2025-01-05,2026-02-05,26年8月4日（1年）,1月租金1,明远公寓,
,322,2050,2050.0,,,,,,2025-01-10,2026-02-10,2026年9月9日（1年）,1月租金1,明远公寓,
,323,2150,2150.0,,,,,,2025-01-01,2026-02-01,续26年7月30日（1年）减800,1月租金1,明远公寓,
,324,1680,1680.0,,,,,,2025-01-18,2026-02-18,26年9月17日（1年）,1月租金1,明远公寓,
,325,1800,1800.0,,,,,,2025-01-20,2026-02-20,25年12月19日（1年）,1月租金1,明远公寓,
,326,2280,2280.0,,,,,,2025-01-12,2026-02-12,26年2月11日（3个月）,1月租金1,明远公寓,
,327,2100,2100.0,,,,,,2025-01-03,2025-02-03,26年11月2日（1年）,1月租金1,明远公寓,
,329,2200,2200.0,,,,,,2025-12-17,2026-02-17, ,1月租金1,明远公寓,
,330,1700,1700.0,,,,,,2025-01-02,2026-02-02,26年8月1日（1年）,1月租金1,明远公寓,
,332,1500,1400.0,,,,,,2025-01-15,2026-02-15,继1年减100 25年5月14日（没窗户）,1月租金1,明远公寓,
,334,2000,4000.0,,,,,,2025-01-10,2026-02-10,26年3月9日（1年）,1月租金1,明远公寓,
,202,1850,1850.0,,,,,,2025-12-24,2026-01-24,25年4月23日（6个月）,12月租金1,明远公寓,
,203,1800,,,1800.0,,,,2025-12-09,2026-12-09,退房,12月租金1,明远公寓,
,204,1750,1750.0,,,,,,2025-12-14,2026-01-14,续26年9月13日（1年）减50,12月租金1,明远公寓,
,205,1700,1700.0,,,,,,2025-12-24,2026-01-24,续25年10月23日（6个月）减50元,12月租金1,明远公寓,
,206,1800,1800.0,,,,,,2025-12-18,2026-01-18,续26年3月17日（1年）（减600）,12月租金1,明远公寓,
,207,1880,1880.0,,,,,,2025-12-23,2026-01-23,26年8月22日（1年）,12月租金1,明远公寓,
,208,1700,1700.0,,,,,,2025-12-04,2026-01-04,续26年7月3日（10个月）减180租金1700,12月租金1,明远公寓,
,209,1700,,,,,,,2025-05-18,2026-05-18,26年5月17日（1年）,12月租金1,明远公寓,
,210,1800,1800.0,,,,,,2025-12-20,2026-01-20,续26年3月19日（1年）,12月租金1,明远公寓,
,213,2200,2200.0,,,,,,2025-12-22,2026-01-22,26年8月21日（1年）,12月租金1,明远公寓,
,214,2000,2000.0,,,,,,2025-12-10,2026-01-10,26年3月9日（1年）,12月租金1,明远公寓,
,215,2280,2280.0,,,,,,2025-12-01,2026-01-01,26年1月30号（6个月）,12月租金1,明远公寓,
,216,2150,2150.0,,,,,,2025-12-28,2026-01-28,26年6月28日（1年）,12月租金1,明远公寓,
,217,1800,1800.0,,,,,,2025-12-25,2026-01-25,续26年6月24日（1年）减200,12月租金1,明远公寓,
,218,1700,1700.0,,,,,,2025-12-01,2026-01-01,26年2月28日（1年）,12月租金1,明远公寓,
,301,1800,1800.0,,,,,,2025-12-02,2026-01-02,25年1月1日（半年）,12月租金1,明远公寓,3楼
,302,1800,1800.0,,,,,,2025-12-02,2026-01-02,26年2月1日（3个月）,12月租金1,明远公寓,
,303,1600,1300.0,,,,,,2025-12-28,2026-01-28,续26年11月28日（1年）减300,12月租金1,明远公寓,
,304,1700,1700.0,,,,,,2025-12-20,2026-01-20,26年3月19日（4个月）,12月租金1,明远公寓,
,305,1650,1650.0,,,,,,2025-12-22,2026-01-22,26年4月21日（1年）,12月租金1,明远公寓,
,306,2000,2200.0,,2120.0,,,,2025-12-23,2026-12-23,退房,12月租金1,明远公寓,
,307,2000,2000.0,,,,,,2025-12-01,2026-01-01,续26年8月31日到期（1年）减1000,12月租金1,明远公寓,
,308,2000,2000.0,,,,,,2025-12-24,2026-01-24,26年9月23日（1年）,12月租金1,明远公寓,
,309,1900,,,,,,,2025-03-01,2026-03-01,续26年2月28日到期（1年）（减免1200）,12月租金1,明远公寓,
,310,1800,1800.0,,,,,,2025-12-12,2026-01-12,25年4月11日（6个月）,12月租金1,明远公寓,
,311,1800,1800.0,,,,,,2025-12-26,2026-01-26,续26年6月25日（1年减100）,12月租金1,明远公寓,
,312,1900,,,,,,,2025-12-26,2026-12-26,退房,12月租金1,明远公寓,
,313,1900,1900.0,,,,,,2025-12-22,2026-01-22,续2026年7月21日（1年)减800,12月租金1,明远公寓,
,314,1900,1900.0,,,,,,2025-12-23,2026-01-23,续2026年7月22日（1年)减800,12月租金1,明远公寓,
,315,1900,1900.0,,,,,,2025-12-24,2026-01-24,26年11月23日（1年）,12月租金1,明远公寓,
,316,2000,2000.0,,,,,,2025-12-24,2026-01-24,26年8月23日（1年）,12月租金1,明远公寓,
,317,2000,2000.0,,,,,,2025-12-10,2026-01-10,26年11月9日（1年）,12月租金1,明远公寓,
,318,1800,1800.0,,,,,,2025-12-03,2026-01-03,续26年6月3日（6个月）,12月租金1,明远公寓,
,319,1200,1200.0,,,,,,2025-12-15,2026-01-15,26年4月14日（1年）,12月租金1,明远公寓,
,320,2080,2080.0,,,,,,2025-12-26,2026-01-26,26年4月25日（1年）,12月租金1,明远公寓,
,321,2000,2000.0,,,,,,2025-12-05,2026-01-05,26年8月4日（1年）,12月租金1,明远公寓,
,322,2050,2050.0,,,,,,2025-12-10,2026-01-10,2026年9月9日（1年）,12月租金1,明远公寓,
,323,2150,2150.0,,,,,,2025-12-01,2026-01-01,续26年7月30日（1年）减800,12月租金1,明远公寓,
,324,1680,1680.0,,,,,,2025-12-18,2026-01-18,26年9月17日（1年）,12月租金1,明远公寓,
,325,1800,1800.0,,,,,,2025-12-20,2026-01-20,25年12月19日（1年）,12月租金1,明远公寓,
,326,2280,2280.0,,,,,,2025-12-12,2026-01-12,26年2月11日（3个月）,12月租金1,明远公寓,
,327,2100,2100.0,,,,,,2025-12-03,2026-12-03,26年11月2日（1年）,12月租金1,明远公寓,
,328,2200,,,2200.0,,,,2025-12-10,2026-12-10,退房,12月租金1,明远公寓,
,329,2200,2200.0,,,,,,2025-12-17,2026-01-17, ,12月租金1,明远公寓,
,330,1700,1700.0,,,,,,2025-12-02,2026-01-02,26年8月1日（1年）,12月租金1,明远公寓,
,332,1500,1400.0,,,,,,2025-12-15,2026-01-15,继1年减100 25年5月14日（没窗户）,12月租金1,明远公寓,
,334,2000,,,,,,,2025-12-10,2026-12-10,26年3月9日（1年）,12月租金1,明远公寓,
,202,1850,1850.0,,,,,,2025-11-24,2025-12-24,25年4月23日（6个月）,11月租金1,明远公寓,
,203,1800,1800.0,,,,,,2025-11-09,2025-12-09,25年8月8日（6个月）,11月租金1,明远公寓,
,204,1750,1750.0,,,,,,2025-11-14,2025-12-14,续26年9月13日（1年）减50,11月租金1,明远公寓,
,205,1700,1700.0,,,,,,2025-11-24,2025-12-24,续25年10月23日（6个月）减50元,11月租金1,明远公寓,
,206,1800,1800.0,,,,,,2025-11-18,2025-12-18,续26年3月17日（1年）（减600）,11月租金1,明远公寓,
,207,1880,1880.0,,,,,,2025-11-23,2025-12-23,26年8月22日（1年）,11月租金1,明远公寓,
,208,1700,1700.0,,,,,,2025-11-04,2025-12-04,续26年7月3日（10个月）减180租金1700,11月租金1,明远公寓,
,209,1700,10200.0,,,,,,2025-11-18,2025-12-18,26年5月17日（1年）,11月租金1,明远公寓,
,210,1800,1800.0,,,,,,2025-11-20,2025-12-20,续26年3月19日（1年）,11月租金1,明远公寓,
,211,1880,1880.0,,,,,,2025-10-29,2025-11-29,退房,11月租金1,明远公寓,
,212,,2200.0,,,,,,2025-11-29,2025-12-29,26年5月28日（6个月）没付押金中介费,11月租金1,明远公寓,
,213,2200,2200.0,,,,,,2025-11-22,2025-12-22,26年8月21日（1年）,11月租金1,明远公寓,
,214,2000,2000.0,,,,,,2025-11-10,2025-12-10,26年3月9日（1年）,11月租金1,明远公寓,
,215,2280,2280.0,,,,,,2025-11-01,2025-12-01,26年1月30号（6个月）,11月租金1,明远公寓,
,216,2150,2150.0,,,,,,2025-11-28,2025-12-28,26年6月28日（1年）,11月租金1,明远公寓,
,217,1800,1800.0,,,,,,2025-11-25,2025-12-25,续26年6月24日（1年）减200,11月租金1,明远公寓,
,218,1700,1700.0,,,,,,2025-11-01,2025-12-01,26年2月28日（1年）,11月租金1,明远公寓,
,301,1800,1800.0,,,,,,2025-11-02,2025-12-02,25年1月1日（半年）,11月租金1,明远公寓,3楼
,302,1800,1800.0,1800.0,,,,450.0,2025-11-02,2025-12-02,26年2月1日（3个月）,11月租金1,明远公寓,
,303,1600,1600.0,,,,,,2025-11-28,2025-12-28,25年11月28日（1年）,11月租金1,明远公寓,
,304,1700,1700.0,1700.0,,,,567.0,2025-11-20,2025-12-20,26年3月19日（4个月）,11月租金1,明远公寓,
,305,1650,1650.0,,,,,,2025-11-22,2025-12-22,26年4月21日（1年）,11月租金1,明远公寓,
,306,2200,,,,,,,2025-11-23,2026-11-23,1个月,11月租金1,明远公寓,
,307,2000,2000.0,,,,,,2025-11-01,2025-12-01,续26年8月31日到期（1年）减1000,11月租金1,明远公寓,
,308,2000,2000.0,,,,,,2025-11-24,2025-12-24,26年9月23日（1年）,11月租金1,明远公寓,
,309,1900,5700.0,,,,,,2025-12-01,2026-03-01,续26年2月28日到期（1年）（减免1200）,11月租金1,明远公寓,
,310,1800,1800.0,,,,,,2025-11-12,2025-12-12,25年4月11日（6个月）,11月租金1,明远公寓,
,311,1800,1800.0,,,,,,2025-11-26,2025-12-26,续26年6月25日（1年减100）,11月租金1,明远公寓,
,312,1900,1900.0,,,,,,2025-11-29,2025-12-26,26年3月25日（1年）,11月租金1,明远公寓,
,313,1900,1900.0,,,,,,2025-11-22,2025-12-22,续2026年7月21日（1年)减800,11月租金1,明远公寓,
,314,1900,1900.0,,,,,,2025-11-23,2025-12-23,续2026年7月22日（1年)减800,11月租金1,明远公寓,
,315,1900,1900.0,1900.0,,,,1900.0,2025-11-24,2025-12-24,26年11月23日（1年）,11月租金1,明远公寓,
,316,2000,2000.0,,,,,,2025-11-24,2025-12-24,26年8月23日（1年）,11月租金1,明远公寓,
,317,2000,2000.0,2000.0,2080.0,,,2000.0,2025-11-10,2025-12-10,26年11月9日（1年）,11月租金1,明远公寓,
,318,1800,1800.0,,,,,,2025-11-03,2025-12-03,25年12月3日（6个月）,11月租金1,明远公寓,
,319,1200,1200.0,,,,,,2025-11-15,2025-12-15,26年4月14日（1年）,11月租金1,明远公寓,
,320,2080,2080.0,,,,,,2025-11-26,2025-12-26,26年4月25日（1年）,11月租金1,明远公寓,
,321,2000,2000.0,,,,,,2025-11-05,2025-12-05,26年8月4日（1年）,11月租金1,明远公寓,
,322,2050,2050.0,,,,,,2025-11-10,2025-12-10,2026年9月9日（1年）,11月租金1,明远公寓,
,323,2150,2150.0,,,,,,2025-11-01,2025-12-01,续26年7月30日（1年）减800,11月租金1,明远公寓,
,324,1680,1680.0,,,,,,2025-11-18,2025-12-18,26年9月17日（1年）,11月租金1,明远公寓,
,325,1800,1800.0,,,,,,2025-11-20,2025-12-20,25年12月19日（1年）,11月租金1,明远公寓,
,326,2280,2280.0,2280.0,,,,570.0,2025-11-12,2025-12-12,26年2月11日（3个月）,11月租金1,明远公寓,
,327,2100,2100.0,2100.0,,,,2100.0,2025-11-03,2025-12-03,26年11月2日（1年）,11月租金1,明远公寓,
,328,2200,2200.0,,,,,,2025-11-10,2025-12-10,续25年12月9日（3个月）,11月租金1,明远公寓,
,329,2200,2200.0,,,,,,2025-11-17,2025-12-17, ,11月租金1,明远公寓,
,330,1700,1700.0,,,,,,2025-11-02,2025-12-02,26年8月1日（1年）,11月租金1,明远公寓,
,331,1600,1600.0,1600.0,,,,1600.0,2025-11-17,2025-12-17,26年11月16日（1年）,11月租金1,明远公寓,
,332,1500,1400.0,,,,,,2025-11-15,2025-12-15,继1年减100 25年5月14日（没窗户）,11月租金1,明远公寓,
,333,2000,,,2000.0,,,,2025-11-24,2026-11-24,到期退房,11月租金1,明远公寓,
,334,2000,2000.0,,,,,,2025-11-10,2025-12-10,26年3月9日（1年）,11月租金1,明远公寓,
,202,1850,1850.0,,,,,,2025-10-24,2025-11-24,25年4月23日（6个月）,10月租金1,明远公寓,
,203,1800,1800.0,,,,,,2025-10-09,2025-11-09,25年8月8日（6个月）,10月租金1,明远公寓,
,204,1750,1750.0,,,,,,2025-10-14,2025-11-14,续26年9月13日（1年）减50,10月租金1,明远公寓,
,205,1700,1700.0,,,,,,2025-10-24,2025-11-24,续25年10月23日（6个月）减50元,10月租金1,明远公寓,
,206,1800,1800.0,,,,,,2025-10-18,2025-11-18,续26年3月17日（1年）（减600）,10月租金1,明远公寓,
,207,1880,1880.0,,,,,,2025-10-23,2025-11-23,26年8月22日（1年）,10月租金1,明远公寓,
,208,1700,1700.0,,,,,,2025-10-04,2025-11-04,续26年7月3日（10个月）减180租金1700,10月租金1,明远公寓,
,209,1700,,,,,,,2025-11-18,2026-11-18,26年5月17日（1年）,10月租金1,明远公寓,
,210,1800,1800.0,,,,,,2025-10-20,2025-11-20,续26年3月19日（1年）,10月租金1,明远公寓,
,211,1880,,,,,,,2025-10-29,2026-10-29,26年3月28日（8个月）,10月租金1,明远公寓,
,212,1800,2050.0,,2200.0,,,,2025-10-28,2025-11-28,26年9月27日（1年）201调房（前租客到期）,10月租金1,明远公寓,
,213,2200,2200.0,,,,,,2025-10-22,2025-11-22,26年8月21日（1年）,10月租金1,明远公寓,
,214,2000,2000.0,,,,,,2025-10-10,2025-11-10,26年3月9日（1年）,10月租金1,明远公寓,
,215,2280,2280.0,,,,,,2025-10-01,2025-11-01,26年1月30号（6个月）,10月租金1,明远公寓,
,216,2150,2150.0,,,,,,2025-10-28,2025-11-28,26年6月28日（1年）,10月租金1,明远公寓,
,217,1800,1800.0,,,,,,2025-10-25,2025-11-25,续26年6月24日（1年）减200,10月租金1,明远公寓,
,218,1700,1700.0,,,,,,2025-10-01,2025-11-01,26年2月28日（1年）,10月租金1,明远公寓,
,301,1800,1800.0,,,,,,2025-10-02,2025-11-02,25年1月1日（半年）,10月租金1,明远公寓,3楼
,302,1880,,,1880.0,,,,2025-10-01,2026-10-01,退房,10月租金1,明远公寓,
,303,1600,1600.0,,,,,,2025-10-28,2026-10-28,25年11月28日（1年）,10月租金1,明远公寓,
,305,1650,1650.0,,,,,,2025-10-22,2025-11-22,26年4月21日（1年）,10月租金1,明远公寓,
,306,2200,2300.0,2200.0,760.0,,,,2025-10-23,2025-11-23,1个月,10月租金1,明远公寓,
,307,2000,2000.0,,,,,,2025-10-01,2025-11-01,续26年8月31日到期（1年）减1000,10月租金1,明远公寓,
,308,2000,2000.0,,,,,,2025-10-24,2025-11-24,26年9月23日（1年）,10月租金1,明远公寓,
,309,1900,,,,,,,2025-12-01,2026-12-01,续26年2月28日到期（1年）（减免1200）,10月租金1,明远公寓,
,310,1800,1800.0,,,,,,2025-10-12,2025-11-12,25年4月11日（6个月）,10月租金1,明远公寓,
,311,1800,1800.0,,,,,,2025-10-26,2025-11-26,续26年6月25日（1年减100）,10月租金1,明远公寓,
,312,1900,1900.0,,,,,,2025-10-26,2025-11-26,26年3月25日（1年）,10月租金1,明远公寓,
,313,1900,1900.0,,,,,,2025-10-22,2025-11-22,续2026年7月21日（1年)减800,10月租金1,明远公寓,
,314,1900,1900.0,,,,,,2025-10-23,2025-11-23,续2026年7月22日（1年)减800,10月租金1,明远公寓,
,315,1800,1800.0,,,,,,2025-10-15,2025-11-15,26年9月14日（1年）,10月租金1,明远公寓,
,316,2000,2000.0,,,,,,2025-10-24,2025-11-24,26年8月23日（1年）,10月租金1,明远公寓,
,317,2080,2080.0,2080.0,2200.0,,,173.0,2025-10-10,2025-11-09,1个月,10月租金1,明远公寓,
,318,1800,1800.0,,,,,,2025-10-03,2025-11-03,25年12月3日（6个月）,10月租金1,明远公寓,
,319,1200,1200.0,,,,,,2025-10-15,2025-11-15,26年4月14日（1年）,10月租金1,明远公寓,
,320,2080,2080.0,,,,,,2025-10-26,2025-11-26,26年4月25日（1年）,10月租金1,明远公寓,
,321,2000,2000.0,,,,,,2025-10-05,2025-11-05,26年8月4日（1年）,10月租金1,明远公寓,
,322,2050,2050.0,,,,,,2025-10-10,2025-11-10,2026年9月9日（1年）,10月租金1,明远公寓,
,323,2150,2150.0,,,,,,2025-10-01,2025-11-01,续26年7月30日（1年）减800,10月租金1,明远公寓,
,324,1680,1680.0,,,,,,2025-10-18,2025-11-18,26年9月17日（1年）,10月租金1,明远公寓,
,325,1800,1800.0,,,,,,2025-10-20,2025-11-20,25年12月19日（1年）,10月租金1,明远公寓,
,326,2000,2000.0,,,,,,2025-10-20,2025-11-20,续26年6月19日（1年）减800,10月租金1,明远公寓,
,327,2000,,,,,,,2025-10-26,2026-10-26,退房,10月租金1,明远公寓,
,328,2200,2200.0,,,,,,2025-10-10,2025-11-10,续25年12月9日（3个月）,10月租金1,明远公寓,
,329,2200,2200.0,,,,,,2025-10-17,2025-11-17, ,10月租金1,明远公寓,
,330,1700,1700.0,,,,,,2025-10-02,2025-11-02,26年8月1日（1年）,10月租金1,明远公寓,
,331,1600,1600.0,1600.0,,,,1600.0,2025-10-12,2025-11-12,26年10月11日（1年）,10月租金1,明远公寓,
,332,1500,1400.0,,,,,,2025-10-15,2025-11-15,继1年减100 25年5月14日（没窗户）,10月租金1,明远公寓,
,333,2000,2000.0,,,,,,2025-10-24,2025-11-24,25年11月23日（6个月）,10月租金1,明远公寓,
,334,2000,2000.0,,,,,,2025-10-10,2025-11-10,26年3月9日（1年）,10月租金1,明远公寓,
,201,1800,1800.0,1800.0,,,,1800.0,2025-09-28,2025-10-28,26年9月27日（1年）,9月租金1,明远公寓,2楼
,202,1850,1850.0,,,,,,2025-09-24,2025-10-24,25年4月23日（6个月）,9月租金1,明远公寓,
,203,1800,1800.0,,,,,,2025-09-09,2025-10-09,25年8月8日（6个月）,9月租金1,明远公寓,
,204,1750,1750.0,,,,,,2025-09-14,2025-10-14,续26年9月13日（1年）减50,9月租金1,明远公寓,
,205,1700,1700.0,,,,,,2025-09-24,2025-10-24,续25年10月23日（6个月）减50元,9月租金1,明远公寓,
,206,1800,1800.0,,,,,,2025-09-18,2025-10-18,续26年3月17日（1年）（减600）,9月租金1,明远公寓,
,207,1880,1880.0,,,,,,2025-09-23,2025-10-23,26年8月22日（1年）,9月租金1,明远公寓,
,208,1700,1700.0,,,,,,2025-09-04,2025-10-04,续26年7月3日（10个月）减180租金1700,9月租金1,明远公寓,
,209,1700,,,,,,,2025-11-18,2026-11-18,26年5月17日（1年）,9月租金1,明远公寓,
,210,1800,1800.0,,,,,,2025-09-20,2025-10-20,续26年3月19日（1年）,9月租金1,明远公寓,
,211,1880,1880.0,,,,,,2025-09-29,2025-10-29,26年3月28日（8个月）,9月租金1,明远公寓,
,212,2200,2200.0,,,,,,2025-09-28,2025-10-28,2025年10月27日（3个月）,9月租金1,明远公寓,
,213,2200,2200.0,,,,,,2025-09-22,2025-10-22,26年8月21日（1年）,9月租金1,明远公寓,
,214,2000,2000.0,,,,,,2025-09-10,2025-10-10,26年3月9日（1年）,9月租金1,明远公寓,
,215,2280,2280.0,,,,,,2025-09-01,2025-10-01,26年1月30号（6个月）,9月租金1,明远公寓,
,216,2150,2150.0,,,,,,2025-09-28,2025-10-28,26年6月28日（1年）,9月租金1,明远公寓,
,217,1800,1800.0,,,,,,2025-09-25,2025-10-25,续26年6月24日（1年）减200,9月租金1,明远公寓,
,218,1700,1700.0,,,,,,2025-09-01,2025-10-01,26年2月28日（1年）,9月租金1,明远公寓,
,301,1800,1800.0,,,,,,2025-09-02,2025-10-02,25年1月1日（半年）,9月租金1,明远公寓,3楼
,302,1880,1880.0,,,,,,2025-09-01,2025-10-01,25年10月1日（3个月）,9月租金1,明远公寓,
,303,1600,1600.0,,,,,,2025-09-28,2026-09-28,25年11月28日（1年）,9月租金1,明远公寓,
,305,1650,1650.0,,,,,,2025-09-22,2025-10-22,26年4月21日（1年）,9月租金1,明远公寓,
,306,1900,1900.0,,,,,,2025-09-01,2025-10-01,25年9月30日（5个月）,9月租金1,明远公寓,
,307,2000,1000.0,,,,,,2025-09-01,2025-10-01,续26年8月31日到期（1年）减1000,9月租金1,明远公寓,
,308,2000,2000.0,2000.0,,,,2000.0,2025-09-24,2025-10-24,26年9月23日（1年）,9月租金1,明远公寓,
,309,1900,,,,,,,2025-12-01,2026-12-01,续26年2月28日到期（1年）（减免1200）,9月租金1,明远公寓,
,310,1800,1800.0,,,,,,2025-09-12,2025-10-12,25年4月11日（6个月）,9月租金1,明远公寓,
,311,1800,1800.0,,,,,,2025-09-26,2025-10-26,续26年6月25日（1年减100）,9月租金1,明远公寓,
,312,1900,3800.0,,,,,,2025-09-26,2025-10-26,26年3月25日（1年）,9月租金1,明远公寓,
,313,1900,1900.0,,,,,,2025-09-22,2025-10-22,续2026年7月21日（1年)减800,9月租金1,明远公寓,
,314,1900,1900.0,,,,,,2025-09-23,2025-10-23,续2026年7月22日（1年)减800,9月租金1,明远公寓,
,315,1800,1800.0,1800.0,,,,1800.0,2025-09-15,2025-10-15,26年9月14日（1年）,9月租金1,明远公寓,
,316,2000,2000.0,,,,,,2025-09-24,2025-10-24,26年8月23日（1年）,9月租金1,明远公寓,
,317,2200,2200.0,,,,,,2025-09-19,2025-10-19,25年11月18日（3个月）,9月租金1,明远公寓,
,318,1800,1800.0,,,,,,2025-09-03,2025-10-03,25年12月3日（6个月）,9月租金1,明远公寓,
,319,1200,1480.0,,,,,,2025-09-15,2025-10-15,26年4月14日（1年）,9月租金1,明远公寓,
,320,2080,2080.0,,,,,,2025-09-26,2025-10-26,26年4月25日（1年）,9月租金1,明远公寓,
,321,2000,2000.0,,,,,,2025-09-05,2025-10-05,26年8月4日（1年）,9月租金1,明远公寓,
,322,2050,2590.0,,,,,1800.0,2025-09-10,2025-10-10,2026年9月9日（1年）201调房,9月租金1,明远公寓,
,323,2150,2150.0,,,,,,2025-09-01,2025-10-01,续26年7月30日（1年）减800,9月租金1,明远公寓,
,324,1680,1680.0,,,,,1680.0,2025-09-18,2025-10-18,26年9月17日（1年）,9月租金1,明远公寓,
,325,1800,1800.0,,,,,,2025-09-20,2025-10-20,25年12月19日（1年）,9月租金1,明远公寓,
,326,2000,2000.0,,,,,,2025-09-20,2025-10-20,续26年6月19日（1年）减800,9月租金1,明远公寓,
,327,2000,2000.0,,,,,,2025-09-26,2025-10-26,26年3月25日（1年）,9月租金1,明远公寓,
,328,2200,2200.0,,,,,,2025-09-10,2025-10-10,续25年12月9日（3个月）,9月租金1,明远公寓,
,329,2200,2200.0,,,,,,2025-09-17,2025-10-17, ,9月租金1,明远公寓,
,330,1700,1700.0,,,,,,2025-09-02,2025-10-02,26年8月1日（1年）,9月租金1,明远公寓,
,331,1600,1600.0,,1600.0,,,,2025-09-20,2025-10-20,退房,9月租金1,明远公寓,
,332,1500,1400.0,,,,,,2025-09-15,2025-10-15,继1年减100 25年5月14日（没窗户）,9月租金1,明远公寓,
,333,2000,2000.0,,,,,,2025-09-24,2025-10-24,25年11月23日（6个月）,9月租金1,明远公寓,
,334,2000,2000.0,,,,,,2025-09-10,2025-10-10,26年3月9日（1年）,9月租金1,明远公寓,
,202,1850,1850.0,,,,,,2025-08-24,2025-09-24,25年4月23日（6个月）,8月租金1,明远公寓,
,203,1800,1800.0,,,,,,2025-08-09,2025-09-09,25年8月8日（6个月）,8月租金1,明远公寓,
,204,1800,1800.0,,,,,,2025-08-14,2025-09-14,25年1月18日（3个月）,8月租金1,明远公寓,
,205,1700,1700.0,,,,,,2025-08-24,2025-09-24,续25年10月23日（6个月）减50元,8月租金1,明远公寓,
,206,1800,1800.0,,,,,,2025-08-18,2025-09-18,续26年3月17日（1年）（减600）,8月租金1,明远公寓,
,207,1880,1880.0,,,,,,2025-08-23,2025-09-23,25年8月22日（1年）,8月租金1,明远公寓,
,208,1880,1880.0,,,,,,2025-08-04,2025-09-04,续26年7月3日（10个月）减180租金1700,8月租金1,明远公寓,
,209,1700,,,,,,,2025-11-18,2026-11-18,26年5月17日（1年）,8月租金1,明远公寓,
,210,1800,1800.0,,,,,,2025-08-20,2025-09-20,续26年3月19日（1年）,8月租金1,明远公寓,
,211,1880,1880.0,,,,,,2025-08-29,2025-09-29,26年3月28日（8个月）,8月租金1,明远公寓,
,212,2200,2200.0,,,,,,2025-08-28,2025-09-28,2025年10月27日（3个月）,8月租金1,明远公寓,
,213,2200,2200.0,,2280.0,,,2200.0,2025-08-22,2025-09-22,26年8月21日（1年）,8月租金1,明远公寓,
,214,2000,2000.0,,,,,,2025-08-10,2025-09-10,26年3月9日（1年）,8月租金1,明远公寓,
,215,2280,,,,,,,2025-08-01,2025-09-01,26年1月30号（6个月）,8月租金1,明远公寓,
,216,2150,2150.0,,,,,,2025-08-28,2025-09-28,26年6月28日（1年）,8月租金1,明远公寓,
,217,1800,1800.0,,,,,,2025-08-25,2025-09-25,续26年6月24日（1年）减200,8月租金1,明远公寓,
,218,1700,1700.0,,,,,,2025-08-01,2025-09-01,26年2月28日（1年）,8月租金1,明远公寓,
,301,1800,1800.0,,,,,,2025-08-02,2025-09-02,25年1月1日（半年）,8月租金1,明远公寓,3楼
,302,1880,1880.0,,,,,,2025-08-02,2025-09-01,25年10月1日（3个月）,8月租金1,明远公寓,
,303,1600,1600.0,,,,,,2025-08-28,2026-08-28,25年11月28日（1年）,8月租金1,明远公寓,
,305,1650,1650.0,,,,,,2025-08-22,2025-09-22,26年4月21日（1年）,8月租金1,明远公寓,
,306,1900,1900.0,,,,,,2025-08-01,2025-09-01,25年9月30日（5个月）,8月租金1,明远公寓,
,307,2000,2000.0,,,,,,2025-08-01,2025-09-01,续26年8月31日到期（1年）减1000,8月租金1,明远公寓,
,309,1900,5700.0,,,,,,2025-09-01,2025-12-01,续26年2月28日到期（1年）（减免1200）,8月租金1,明远公寓,
,310,1800,1800.0,,,,,,2025-08-12,2025-09-12,25年4月11日（6个月）,8月租金1,明远公寓,
,311,1800,1800.0,,,,,,2025-08-26,2025-09-26,续26年6月25日（1年减100）,8月租金1,明远公寓,
